Engine_rpm,suctionPressure,dischargePressure,flowRate,motorTemp,vibration,Engine_Condition
1420,4.076719001,8.949726107,170.341672,92.77624874,2.277727,0
823,2.071509653,3.515791299,90.762187,89.24707661,14.111139,1
634,3.086882573,1.364795774,72.882295,74.95564298,14.969586,1
605,1.286198286,6.658323193,75.198321,76.74372372,9.635537,1
726,4.751341187,10.85541707,106.125588,82.19612109,1.612293,0
1014,1.953584392,7.164890747,127.938184,80.54736147,2.285357,0
534,4.230040669,4.887962906,97.203521,81.66258263,2.017955,0
809,2.994863594,6.779156986,85.513011,82.96859938,13.152025,1
556,2.81254317,7.036612483,72.196282,77.4232738,14.681542,1
715,2.694184165,6.947453,76.509136,69.12065511,15.684917,1
620,2.273815771,5.001799002,95.526226,85.3054607,1.677658,0
808,2.426884779,4.154170443,118.260328,82.41966226,1.866088,0
1154,3.594084128,4.143899648,107.748852,81.07559255,15.122395,1
812,3.932737964,6.094890249,87.259270,90.04266943,10.328366,1
468,2.194237971,3.611104703,68.829816,85.25960924,15.058131,1
474,2.327242337,8.18935139,68.451238,80.74402274,14.350480,1
976,3.403510856,5.733091538,96.903021,70.37597564,13.066461,1
615,2.888034202,6.24000375,77.427657,80.61439479,13.242424,1
751,3.521349139,2.129485351,80.149316,69.69794206,8.740314,1
644,4.111854868,6.121308939,73.119904,70.41480501,8.873377,1
832,4.104174208,4.796132368,113.723758,78.10918934,1.831660,0
816,3.126299099,11.0586131,84.041849,76.29628594,10.810731,1
551,3.453046942,0.404058792,68.715381,80.61802408,8.249850,1
479,3.763739493,6.186749943,68.475495,75.38175611,10.096999,1
996,3.186547178,5.181844748,123.754931,92.89754375,1.834716,0
751,2.2641144,6.474544744,78.773601,84.82546854,14.642887,1
531,4.403536216,3.540653525,70.327140,84.77204007,13.589384,1
1277,5.476089667,6.054230502,118.609712,80.13818987,12.726172,1
523,3.752009813,5.065293722,69.713161,82.66487763,13.291666,1
783,3.577408323,8.898661279,113.793214,74.13834171,1.845292,0
388,3.684501789,8.415967143,61.608379,65.50763425,14.116534,1
988,3.835343197,0.571909576,122.615031,85.34188018,1.862056,0
613,3.872402408,5.302400377,73.828582,80.92081946,14.879803,1
513,2.482436384,5.183278841,64.866211,78.26979114,15.094518,1
758,1.954491512,3.752997894,84.007368,85.06299469,9.062437,1
814,3.591057854,3.706322583,110.528539,89.88570008,1.864241,0
622,3.897182796,4.127809414,76.712117,83.35658002,15.166606,1
584,4.012382766,5.958381168,73.157040,69.52961841,10.618941,1
648,3.544289801,7.597946587,74.323416,68.74409498,9.003239,1
1146,2.191356128,1.600809987,109.568551,88.22691722,11.370249,1
1240,3.895707266,10.38979377,153.009442,87.48308642,2.007829,0
584,2.575541327,4.619378831,74.133984,63.53942949,8.967933,1
928,4.44737082,5.213703686,118.553248,76.78851107,2.106174,0
372,2.66657376,4.349957212,57.840871,84.20327838,8.283009,1
842,2.51023108,5.20734192,84.077777,80.40502026,11.827089,1
866,4.266469313,4.62560235,118.723923,77.5820768,2.159594,0
576,0.49570085,4.554676021,75.448096,68.17268605,13.875248,1
834,3.685473349,7.428454954,88.933144,68.27926469,12.454904,1
821,2.566129769,3.501840301,112.036319,87.84519278,2.206102,0
611,4.008921441,4.65726625,76.604159,81.07453742,8.640146,1
475,2.618627562,15.61449265,64.750634,68.90203951,14.685199,1
599,2.303640654,9.871851004,98.507754,84.60653255,2.095333,0
913,2.915025235,5.080160726,93.604799,68.63016264,14.901031,1
752,1.911456982,5.17874546,79.301850,74.70177946,15.503806,1
597,2.13989588,4.538440465,75.615743,81.83768794,15.492928,1
723,2.543381185,5.985719358,76.937899,82.20553625,12.087543,1
1019,2.431601745,6.639466091,129.443267,71.14468141,2.011389,0
592,4.748434252,7.647446548,95.667889,73.3874445,2.052798,0
1026,3.36873702,9.15476419,96.766192,67.20329219,11.548931,1
864,2.028299648,6.923020604,124.245808,88.84040369,2.108682,0
1315,4.572185898,3.884992742,161.298427,80.00128285,2.372303,0
519,3.869193639,6.277881082,69.336422,84.57432128,13.767032,1
851,3.67571017,8.08276991,88.714413,87.00166627,12.433785,1
580,3.701447222,14.21544205,71.903260,81.51684596,15.056609,1
879,3.16832918,1.964410873,93.684488,74.12774995,9.403712,1
401,1.725009038,4.716785932,84.814974,82.33916298,1.590837,0
377,3.991168506,6.401892858,61.802897,76.68901315,9.577769,1
730,3.119692542,7.609781283,78.228138,70.83950587,9.690624,1
1262,3.794201503,7.315191239,111.106808,73.98577302,13.168122,1
558,2.801588313,8.617736496,68.743986,73.34823527,9.136970,1
398,2.465809704,4.532660807,60.278625,93.77942158,12.704045,1
594,4.257075878,3.606284164,71.764755,85.64043593,13.563445,1
981,4.402885481,7.191569395,93.786350,82.0166502,8.165295,1
1122,2.203980994,1.342776594,144.964496,80.2756225,2.078362,0
842,4.693078433,6.451239928,120.404441,68.34587326,1.658194,0
376,3.528246176,7.485242208,62.925581,74.91562605,9.438567,1
562,3.877744794,4.854558655,97.886878,81.1662907,1.653092,0
846,3.891882783,6.324354019,112.768672,89.35597481,1.851637,0
844,4.20475698,5.983936453,86.723586,92.2210442,10.582720,1
1120,3.526862702,6.590035364,99.925714,76.7508022,11.598822,1
620,2.872799419,4.150499315,96.144596,69.9108345,2.101787,0
815,2.263811184,6.548497729,88.774102,79.91542715,7.997334,1
778,5.294031068,8.276607869,107.775587,71.20127164,1.679086,0
572,2.610926118,7.067963165,74.269775,77.4785745,15.363252,1
625,3.45182088,7.979222028,73.242532,72.50015549,10.208689,1
985,2.312681568,1.866906211,131.173020,69.87648154,2.243350,0
982,3.196286696,4.49838541,95.447585,84.3724302,11.237417,1
1515,2.023511801,4.798883392,173.594785,85.57774829,2.404362,0
618,2.430604461,6.723521199,72.598034,72.7762602,13.326738,1
691,2.311403957,4.906982804,82.509434,81.456789,9.136206,1
965,3.478688967,3.541500491,132.812255,84.28856688,2.181564,0
542,2.533404125,5.641195257,68.402340,84.06499514,9.948983,1
750,4.202358053,4.79100937,85.624686,78.58984927,8.866275,1
696,2.716795421,5.410542654,81.457654,74.86273454,9.539134,1
419,3.772331084,4.728372751,60.066308,73.39030047,10.134430,1
1066,1.716881175,6.109691814,141.094437,78.54754743,1.985397,0
468,4.801892172,12.39896694,66.706967,74.37650807,8.051973,1
988,0.884351767,5.922840354,98.662997,72.12313918,12.256858,1
962,5.562747852,7.59616101,126.765908,86.15575232,2.192078,0
628,0.532703154,7.471276289,95.927517,70.4060901,1.912850,0
856,3.605926478,9.14291051,118.071198,71.85652145,1.837633,0
623,3.998784629,6.043227847,73.477382,68.50190558,15.257290,1
1067,3.534280987,5.551939481,131.430420,80.84926303,1.784191,0
636,4.565684185,8.875443476,76.323927,67.3624599,10.873054,1
1247,4.193235096,6.099368647,115.613492,83.71911365,12.053075,1
573,2.600951224,7.681884252,74.230047,73.40052416,11.125036,1
865,2.675533432,5.280382602,86.239544,76.59529646,12.583753,1
930,2.168819053,6.79676345,95.950811,76.76927201,14.985914,1
812,2.140049086,8.067856963,83.455607,80.83076517,13.837398,1
1017,6.301532003,1.679402276,98.913856,81.64425619,13.305346,1
767,2.648127113,6.395074015,109.163054,80.79834083,1.653833,0
451,2.430460895,4.683832479,84.300247,76.31645558,1.932653,0
575,3.24424519,8.132846689,68.666092,81.90330084,12.283322,1
895,2.308604285,5.742811854,92.245345,81.46931051,13.684861,1
494,3.741788562,4.743916125,63.851688,79.72206266,12.347409,1
754,0.374371704,4.572401618,84.825130,78.58298492,10.793351,1
802,4.266763435,8.983240983,117.735216,75.89927394,1.648548,0
612,4.466522201,7.47121471,77.562575,85.30392387,8.916447,1
1112,2.869438189,5.237632423,134.017289,72.71248908,1.856792,0
700,3.375577221,3.992988587,103.619375,79.53474545,1.932834,0
426,3.376088208,7.07274341,62.104253,83.0599836,7.895248,1
583,2.250773198,4.178575691,97.566928,88.33160217,1.525738,0
414,1.872505509,6.322245174,64.896380,85.10015088,9.316596,1
829,3.273804391,4.581891734,113.344800,74.13745519,2.007209,0
1683,2.986699362,6.596884526,193.368586,72.60584423,2.304135,0
795,3.200726107,1.69967877,113.220703,70.49853872,1.770412,0
419,2.537054937,6.903718611,84.207857,74.80737451,1.656787,0
852,5.324619116,3.743882153,122.257174,85.68744661,1.709636,0
904,4.078148035,7.093166077,118.969741,83.63842472,1.904920,0
624,4.393311082,4.761402086,76.743002,71.26028187,10.003461,1
546,2.231957815,3.555384898,68.451620,74.00760069,10.865211,1
453,2.877943346,4.808492102,65.265487,69.56090949,8.996268,1
823,2.699194449,6.357304208,113.544289,76.2613312,2.093087,0
676,3.321932786,4.571393521,78.052586,81.40700105,8.267916,1
985,2.905970866,4.2347643,134.794299,91.8406114,2.272908,0
1087,1.800841537,5.997389184,138.844282,75.140559,1.807699,0
855,4.242377363,16.19805823,116.628264,85.42620023,1.666887,0
721,5.411266572,10.19323773,81.762880,70.39861521,12.129677,1
1000,2.737609237,7.050306008,134.226080,70.93576487,2.080455,0
585,2.447679212,5.080719171,94.742223,80.89815548,2.012896,0
595,2.308323132,11.89904253,75.525484,69.55380829,9.894840,1
579,2.500167726,6.22824259,71.579778,84.03177895,12.072827,1
805,2.360811182,3.327082866,114.483115,86.04908446,1.781413,0
710,2.595247337,8.96924871,106.954765,81.1556856,2.079938,0
593,4.698167355,2.433866645,69.911706,74.54884353,8.262371,1
581,1.964734259,6.996684039,72.670258,74.64058629,7.803074,1
1119,3.56577325,8.505236092,102.042982,82.57287368,14.823153,1
523,4.474959005,7.703373584,70.850388,80.66441938,10.094212,1
1369,2.101454853,3.783921172,156.732041,75.17874733,2.234597,0
1061,2.202339441,4.737073072,103.906636,87.49650498,15.541002,1
694,2.039794541,4.357652203,79.793344,67.00202448,15.244336,1
616,2.382571607,6.016405415,77.162370,83.84047543,15.801175,1
710,2.460407899,6.182169399,81.805413,82.20837763,14.722190,1
1052,4.147681706,10.18849988,95.832550,84.78884315,15.022976,1
508,3.360851647,5.734339563,71.001831,81.74743965,12.946921,1
784,3.910580188,5.580130441,84.941114,73.65681047,14.343799,1
620,2.224537318,5.18618336,72.998452,76.65122236,12.581204,1
470,2.637711932,4.102231034,68.262713,65.86286384,10.412898,1
1447,4.257188341,8.162100311,160.022978,80.20695563,2.128031,0
1003,4.074410531,11.75558817,127.616691,74.07035342,2.226860,0
782,0.74738793,4.611821614,85.300351,82.69111803,12.857175,1
799,3.135989464,7.740723715,113.063670,80.17084959,1.923077,0
653,4.733254181,9.639072429,100.999114,83.19329051,1.908472,0
1237,2.603328342,6.693387636,144.043524,82.18409882,1.929904,0
639,2.618169644,6.1717834,77.288699,86.93211814,13.655136,1
907,2.682519003,4.185658313,125.179316,76.87135039,2.105088,0
776,2.518025261,5.263035167,88.243733,85.33793457,15.386328,1
470,1.907684461,2.828589356,67.513006,75.15250974,12.601022,1
591,2.385254106,5.302298264,72.432465,72.21877313,9.598144,1
1321,2.27898787,8.126801143,155.894926,78.72427538,1.942725,0
735,2.382593774,5.533941287,84.192350,78.79994042,10.157769,1
921,4.049235828,5.639328808,95.869557,78.63309102,9.962754,1
616,2.849246709,15.18635472,77.296784,72.90499306,11.956915,1
906,3.12347478,4.836099786,123.370505,71.67302021,1.805495,0
591,3.917114163,3.798955208,76.054871,75.52017458,14.320590,1
571,4.879923375,5.857137798,73.763384,72.10210714,15.761084,1
550,2.812339625,4.229975925,69.991232,74.70739685,12.357073,1
765,2.355053167,7.233443894,115.236664,73.0793681,2.163502,0
565,3.43921843,12.03562935,96.462459,89.32258187,1.967328,0
1068,2.804106419,3.920809403,140.486042,66.96280515,1.949876,0
1144,3.169916857,3.522750094,146.328066,82.72148274,2.277057,0
549,3.378695097,5.621408229,69.261344,66.35480169,8.263585,1
741,2.853089801,5.063111387,86.044988,85.17763793,9.520228,1
672,2.571303312,6.836179018,73.997083,84.88608182,11.137646,1
872,3.874741478,4.973083559,118.171789,85.77400711,1.750033,0
1501,4.652193149,2.74187428,163.799706,75.84650644,2.355498,0
779,2.745302793,19.55891794,117.285572,74.89734,1.824385,0
772,2.561523069,9.639424732,87.546782,75.36100518,10.748488,1
1077,5.251763915,9.501511767,106.827837,83.39734572,12.149600,1
813,2.28553037,4.933827588,116.506225,69.05366949,1.968883,0
715,3.243891348,4.63962428,108.605863,79.32324264,1.727471,0
603,3.9634518,6.339433766,72.552492,73.47857286,11.904690,1
681,2.854681145,6.836668529,81.619523,84.40628436,7.933984,1
905,3.611954305,2.502705941,125.478548,85.54885982,2.173184,0
867,4.553310384,6.9444587,91.232606,68.94605507,10.108479,1
645,5.156131646,6.431238458,72.660700,79.57096547,8.547777,1
665,5.360182829,10.68096312,78.493665,67.73797977,14.328481,1
684,5.10267544,6.799397345,100.572282,76.25295435,1.616290,0
1132,2.314987496,6.784613257,145.707469,80.01623102,2.281339,0
996,3.219523704,2.934951885,95.774347,78.18899266,11.480785,1
682,0.586941946,4.201635208,75.408606,80.99907535,10.306613,1
859,2.193878565,6.031276378,124.362488,83.01253723,1.924068,0
723,3.784283546,7.054115022,80.819456,83.57913366,10.191227,1
924,2.297703659,5.987550097,94.643130,76.7872141,13.206004,1
1089,3.450549275,6.678220657,102.470003,71.8899834,9.634445,1
1628,4.635318298,4.873541338,186.592872,79.57759259,2.494234,0
1146,3.105274696,5.770869105,135.173764,76.75036259,2.038622,0
787,2.497371456,6.363422051,84.990538,75.54814482,9.952438,1
604,2.390277999,10.09010613,75.993046,74.22472435,9.241097,1
871,3.629960304,8.678018398,87.961971,81.49770508,13.868747,1
1218,2.667088743,4.415281189,140.999698,79.82205932,2.319940,0
593,2.801011418,5.75794176,76.629646,83.51084826,9.409440,1
423,2.158866325,4.675916427,63.559267,77.40174631,8.594146,1
978,4.249260352,7.006449175,131.150240,74.84216008,2.267217,0
1079,3.084143462,14.96286921,139.051231,80.92548931,2.148848,0
566,4.325373749,6.487007927,71.948702,83.05769378,11.061640,1
1020,2.619167443,18.49833096,94.724729,92.50527972,14.070655,1
978,2.025024995,6.619697193,128.328428,79.8749725,1.691429,0
768,2.732757778,13.64977618,105.997309,81.13005778,1.679071,0
535,4.409451894,5.59977925,69.317081,69.48595522,13.825142,1
697,2.505032278,7.638748722,80.715272,64.37676208,13.156908,1
761,1.977282625,7.282304053,116.299647,87.53386765,1.693034,0
509,2.770416226,5.142827355,70.570914,68.99170454,15.298389,1
871,3.597819106,7.960383215,90.093429,69.48345162,9.340638,1
916,4.962123069,10.67805757,124.116241,73.04965875,1.844180,0
708,2.225989993,1.558855714,103.538879,82.86072938,1.658037,0
543,3.077647292,4.017585788,73.039569,75.81621663,10.170266,1
899,4.453286101,4.76287921,122.358179,80.68576606,1.719564,0
566,2.274840994,5.753201023,99.604878,76.00218106,1.890812,0
690,5.40598474,4.414792675,102.768395,78.97597364,1.927912,0
785,2.883605194,5.651374466,108.254768,83.43162126,1.774736,0
655,4.366834727,10.54843983,78.562144,67.94566751,15.461990,1
954,3.156226031,3.495225749,98.579564,79.94758554,11.821453,1
700,2.197571802,6.467980396,102.208345,83.06076324,1.891989,0
662,2.213077582,5.50726854,107.634312,77.18245782,1.794935,0
446,4.163565801,7.38143837,67.142969,72.07918871,12.472625,1
649,2.477021022,5.283060912,74.627602,68.68459211,8.044317,1
1297,3.575365722,6.934630475,116.054180,76.34022043,15.064507,1
809,3.615721644,4.950209353,87.337038,88.86314819,10.092739,1
1488,2.779455697,6.343006591,162.860693,86.90847421,2.272403,0
870,3.598530884,8.149414113,93.779591,83.25149613,14.309371,1
440,2.908123356,7.183973983,83.201128,78.6492024,2.016366,0
716,2.953810254,7.622418514,79.210825,67.62693258,8.976347,1
1375,3.953121072,3.900038804,155.147918,71.03516376,2.454582,0
604,2.52087308,10.8638766,101.030788,72.47992413,1.959031,0
790,4.288773456,5.111684918,118.343064,78.97449535,1.866329,0
822,2.095269078,6.599315567,88.296952,73.66222054,10.173442,1
785,3.177685953,4.680747645,87.479925,85.69080588,12.382351,1
722,5.658941541,6.287320236,112.044335,81.66148934,1.902986,0
481,3.119371374,7.45882001,68.178366,81.74818198,8.083899,1
615,2.81076586,4.221323309,74.164877,76.64332385,15.047917,1
721,5.588366297,3.722722011,111.583676,85.02043348,1.747369,0
548,2.680608772,7.218202945,71.466164,70.34392091,14.223175,1
859,4.614008936,5.664239084,88.249068,72.1081591,15.060972,1
972,2.966326323,5.034786136,132.042857,84.63540756,1.840644,0
879,3.211083234,3.584065932,121.759294,75.29178304,2.156096,0
609,5.247682738,4.293450749,70.508297,81.64794846,13.475738,1
438,2.320454151,3.202714547,63.934116,80.64973275,12.825657,1
612,1.880315207,6.132122935,75.861247,69.18550072,15.189124,1
520,2.557213193,8.551290418,67.509039,82.902353,8.198507,1
535,2.064310512,6.755120791,91.738495,77.84931104,1.799821,0
912,5.130885288,4.22787165,88.044677,72.93446003,8.467765,1
743,2.298119357,5.64583846,113.919574,83.1461735,1.676587,0
441,1.758548087,8.837164105,65.904724,85.7343793,7.766374,1
1001,3.090562835,5.142664944,127.908686,87.05712366,1.857023,0
923,2.874880151,6.551583376,95.825234,86.42638075,13.342667,1
479,2.513369073,6.186462383,64.396575,81.78315692,11.853029,1
638,2.885245922,2.938065629,74.456682,79.03900535,13.788010,1
1060,0.310807816,6.537003501,135.986041,74.96944672,2.251800,0
799,2.944699721,4.508601784,89.406751,75.99632745,14.181125,1
797,2.462027183,4.283105167,84.879204,68.43532058,12.565354,1
565,2.213742678,7.21980345,68.346916,76.51674362,12.791215,1
382,3.983919119,6.8021302,79.528231,84.37269448,1.916193,0
677,4.751277467,7.937638738,76.478927,78.10787014,13.667722,1
1487,4.721885827,6.810284836,173.540790,72.56645825,1.953810,0
655,4.923522639,5.86156743,79.014852,88.63624691,14.653066,1
559,2.661472233,5.056273078,74.548904,81.72129941,8.621879,1
861,3.274710427,7.840117129,90.833796,79.98350214,10.654242,1
524,2.561490851,11.22186904,70.359482,83.15860593,10.813255,1
835,3.255016954,8.558717211,122.074798,76.27785149,2.077993,0
1155,2.053511026,8.637766687,137.947187,87.79637537,1.839047,0
883,1.190748756,4.536155906,91.851870,70.90868649,8.486288,1
903,4.759627342,2.591616344,124.105238,82.07590142,2.230291,0
1272,2.65585294,7.22987484,146.296644,74.39896192,2.416461,0
640,3.987720802,4.946250705,74.454611,74.34168042,13.708092,1
478,2.322971329,4.650405781,65.033873,70.76068397,12.425055,1
518,4.86285687,3.71893686,66.478234,83.72439214,10.490950,1
372,3.700898757,4.293887781,82.949557,84.8168277,1.942103,0
944,4.723174531,4.848367875,98.456454,69.48603265,14.681326,1
881,2.994370572,5.654832317,91.605303,77.43444083,9.750523,1
662,2.271410352,3.899653306,76.795940,80.76774635,9.713007,1
663,2.244654644,2.923399719,76.437452,76.51287375,14.562539,1
731,3.360732374,4.035484988,107.300525,76.55685845,2.085336,0
478,5.423971106,7.508909038,67.033890,71.68674064,8.244692,1
673,3.920620881,8.217426241,75.439504,75.24042949,13.689050,1
1396,2.430840714,7.519127639,123.779437,74.4182383,14.984662,1
1639,2.458556641,2.498880654,138.015655,83.36730168,16.136854,1
677,2.415978689,8.379633241,78.419634,80.51116447,7.917539,1
921,4.014598146,5.81034769,123.034979,75.76765396,2.057546,0
876,2.651584097,7.795454353,94.515801,80.55247065,14.689292,1
1438,2.368605569,6.318991526,122.594477,74.53841673,8.220890,1
571,2.889738568,4.035903693,69.607160,73.35727505,8.785125,1
475,4.572998944,4.625491887,67.259554,76.59712086,11.475298,1
1223,4.795753145,7.022433402,115.586031,91.11461104,12.658616,1
498,3.052584455,15.40795801,65.946005,70.57873473,9.049543,1
770,5.688362017,5.319689239,81.125239,78.56782985,13.098037,1
798,1.975885212,8.25605073,109.207543,76.08310734,1.698863,0
469,3.37333979,5.752503523,64.423390,68.10481503,15.395011,1
668,2.88064997,4.186789679,108.281991,76.97064169,1.545832,0
1138,4.246382265,3.152484317,147.463950,73.10279433,2.222783,0
1338,3.024144923,6.374847462,157.918729,79.26149711,1.984517,0
383,4.431848357,6.572642106,62.517453,73.23737267,13.405817,1
1131,3.509117705,8.612997418,138.422769,73.91408375,2.060859,0
683,3.331917185,10.71223343,78.466088,63.37416268,12.842120,1
571,5.172239922,7.441905269,68.339739,68.76403625,15.488064,1
1101,1.994024261,4.905164371,132.825982,93.31872655,2.007690,0
396,2.638931962,6.46798201,63.593128,65.43859951,13.122833,1
1167,5.453475482,8.870005326,148.353840,81.96069204,2.326080,0
629,3.442992699,5.461486276,75.706103,79.08143982,11.556936,1
958,5.372927798,0.854322231,123.655432,74.69679667,1.709907,0
985,3.657683422,3.692413659,101.112184,84.1874056,11.282247,1
1399,3.369781034,6.84767866,166.559198,73.67012186,2.290086,0
697,4.776335286,8.077607199,82.097328,74.25124108,15.662374,1
593,2.362149622,6.135191403,72.029008,74.51319051,9.613399,1
916,4.115609459,4.822105054,95.187151,81.3621193,14.217792,1
696,4.231923678,6.737345307,102.735147,84.23301748,1.749772,0
720,3.090871335,8.301599137,78.885470,71.685201,14.808879,1
668,2.367490185,4.399780079,80.113352,75.59454138,10.016049,1
1758,2.573423299,17.70088752,189.316658,86.35782014,2.508357,0
842,3.101625109,2.615819455,119.835070,76.89430867,1.919647,0
580,4.4681243,9.182580668,72.000205,70.98636487,12.551751,1
736,2.194735117,6.62757699,110.301747,73.12546757,1.678021,0
627,4.397187227,1.601088955,76.059988,79.0085742,14.308263,1
1346,2.419811058,4.920838586,162.224701,75.70999036,2.362185,0
508,4.288546964,5.672751783,69.483477,80.35733851,14.841078,1
729,5.14297818,14.28717714,81.590307,63.33464485,15.169598,1
507,2.781098595,5.907943699,71.182464,73.30346279,10.948059,1
848,5.041836347,6.349225426,87.958899,82.49990933,14.076518,1
830,1.996516077,3.574701025,110.978010,75.50410148,1.875979,0
756,2.457874379,5.558236438,82.701176,79.76384237,11.700182,1
790,3.016537558,9.779992603,111.792812,75.2779041,1.664329,0
1008,3.241596376,9.666081823,94.750734,78.1728793,14.447705,1
642,3.228048723,7.40297159,101.165228,86.62596798,2.088818,0
1076,3.127202426,11.42960789,100.183450,78.14104614,13.742773,1
889,4.855263851,4.005809331,124.631949,71.77154604,2.099721,0
791,2.845022586,7.256339372,110.192053,78.06320195,1.641225,0
677,3.015383189,6.889351536,103.843204,85.86177284,2.136645,0
611,3.016457862,8.25354943,71.498280,78.91271992,15.700682,1
403,4.012810662,8.609490544,63.604685,73.14704948,11.233239,1
536,2.542325753,7.481426184,68.764071,67.56283435,13.869159,1
539,2.777933379,12.54166467,66.545213,80.09446418,10.488163,1
547,2.234266011,13.78868419,67.543730,84.10179952,10.428110,1
631,2.56895934,6.309382621,97.944200,74.805432,1.936886,0
577,3.78121352,1.784562465,97.865345,69.23725713,2.010643,0
797,2.945059256,5.816557246,82.159109,73.94463363,15.068451,1
711,4.011237969,5.800924371,107.242811,83.88183505,1.719007,0
920,1.93158338,7.938132904,91.467971,69.89840403,15.697398,1
713,1.919259566,5.932968897,81.046268,81.12227682,11.443908,1
1101,2.447564359,5.83737382,132.843982,85.97653279,2.130140,0
610,5.284286882,6.575936594,77.306616,75.40219395,11.211279,1
534,2.50980337,4.652861381,91.059835,84.13012915,1.833506,0
687,2.796597824,6.937975204,103.213781,79.99639796,2.084027,0
845,2.18104482,11.86204856,119.003224,77.44671026,2.156935,0
731,3.746538261,14.61077139,79.297762,68.82835443,12.534691,1
461,2.493760802,10.64987101,68.007694,84.54145185,12.066019,1
1073,4.590948302,5.817029001,98.805428,73.49675847,14.074640,1
830,3.78816945,5.566219365,86.194695,83.36042155,9.927970,1
784,3.513723683,3.383128767,113.035031,71.27115643,1.673838,0
500,2.888588569,7.57746837,67.461869,75.26953483,9.116353,1
660,3.144420544,4.33246148,100.015028,81.90778426,1.732083,0
881,3.400684385,4.111288108,94.068121,76.40829345,11.045348,1
1038,3.939605554,7.012404467,99.844906,83.5931899,10.063414,1
709,3.181248672,7.343082196,102.525350,79.52450289,2.152718,0
1004,2.339328507,7.421970754,125.052294,81.77445127,1.760883,0
801,4.222239648,9.856231499,88.309511,72.56320559,11.776814,1
661,4.9627568,17.99504481,74.122779,73.91820835,7.880154,1
1263,2.757828645,11.11111912,108.780868,72.79654149,9.720442,1
898,2.917687424,1.680907615,127.106671,79.69495531,2.219828,0
796,1.958934489,9.064291673,83.784026,72.80665128,7.981751,1
1367,5.065403635,8.001656563,118.941106,88.5211447,8.568741,1
496,2.690939773,3.477694533,90.136504,67.49197269,1.809531,0
1172,4.464110557,5.83133014,112.929948,73.17979716,10.189367,1
642,3.420793945,3.099829896,79.792824,68.68587477,10.133646,1
658,3.716804807,2.847858075,102.427518,71.12991398,1.647722,0
562,4.787508121,7.600420707,68.539375,85.08095025,13.993756,1
837,4.668086309,5.689427386,114.231612,90.84912952,1.680981,0
755,4.710360404,5.823886074,81.145771,76.87792726,9.259681,1
1017,2.741787867,6.369482212,125.456509,72.98986018,1.815427,0
626,4.040809654,6.296280956,98.179158,83.51737827,1.979830,0
856,3.693810711,7.75401382,91.208707,68.53994774,15.578786,1
825,3.732988694,8.471008898,84.047630,72.63515689,10.180116,1
694,3.916867977,6.720672457,76.719265,72.13183838,14.200646,1
726,1.230628679,2.592124731,82.393275,90.50951629,13.832778,1
498,1.889264569,12.08634505,66.030023,91.180562,13.712503,1
1280,2.857739545,3.84850706,152.827342,77.08901663,2.245773,0
627,4.219392694,5.266725582,74.256157,80.01933106,7.965945,1
702,3.496002446,6.868949744,81.485091,74.64026563,13.015783,1
805,4.475003961,5.125363052,109.754413,71.04526401,2.087187,0
954,4.477719612,4.965477568,126.791655,78.23187544,1.829182,0
562,2.638931446,4.614790561,70.377062,81.00427164,11.891838,1
812,4.408775679,3.111075346,90.440970,77.70562208,11.496033,1
926,2.403179481,3.523226248,118.415541,83.11602284,1.971321,0
1087,4.473210962,6.527666498,98.136865,77.92499852,14.940509,1
570,3.857509761,8.984548369,73.131281,74.83713268,11.498169,1
1011,2.474118714,6.676626889,125.747638,71.81978327,2.148570,0
532,2.669141767,6.872938557,67.244803,86.42376942,12.799088,1
915,4.783169606,5.174367595,93.281507,75.03438435,9.935629,1
1035,1.885759592,8.410826047,134.820007,73.57671209,1.838405,0
1177,4.570124682,14.18801708,112.581035,69.87673347,10.585240,1
1366,4.149745828,5.54838358,113.560411,78.23179043,13.563380,1
737,3.502415034,7.666262393,106.812003,85.21570758,1.747676,0
668,2.579780374,3.861215559,75.790827,78.92308715,14.145006,1
694,2.798704563,3.657224817,100.289290,74.7011847,1.861363,0
745,2.972651231,6.686105084,106.519299,76.92710292,1.655128,0
751,4.389101919,10.21421511,104.952566,67.64077027,1.971093,0
578,5.278344578,7.333443879,68.888433,69.25059097,12.660961,1
392,2.735794527,7.003601522,58.985065,82.26346329,14.979809,1
696,2.994315877,11.69920749,104.763529,88.18041713,2.119510,0
448,1.809978128,4.913191506,64.915850,70.57197972,13.020691,1
988,4.656344664,8.617087139,134.302378,73.74378394,1.727968,0
589,3.771038157,4.738313522,93.163646,80.82996141,1.885821,0
976,4.838089805,3.848206847,132.899932,77.59984889,2.070512,0
854,4.0247874,7.537269605,119.304230,72.45678406,1.953912,0
838,2.120405916,10.65647221,115.851766,84.70081314,2.028464,0
838,2.764185397,5.422819095,88.762905,87.47675055,11.861787,1
526,4.425978789,6.591823836,66.552093,66.17491165,10.971940,1
659,2.183832223,13.80996039,76.108458,86.79310659,10.138210,1
836,0.148360827,5.62276907,87.339149,74.78693442,12.440722,1
914,3.216386364,5.188843854,95.490100,75.7244893,11.338196,1
739,4.564297548,4.915523836,85.268203,79.22962561,8.317864,1
770,1.861567972,3.744753617,84.562788,80.40789166,14.802282,1
654,5.047961676,10.14476164,73.308992,67.91414751,13.544512,1
839,1.978399916,5.776686094,121.087232,73.23070688,1.744608,0
